,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.77220219373703,0.77220219373703,0.77220219373703,0.77220219373703,0.77220219373703,0.77220219373703,0.77220219373703,0.77220219373703,0.77220219373703,0.780205249786377,0.7642313241958618,0.77220219373703,0.77220219373703,0.77220219373703,0.77220219373703,0.77220219373703,0.77220219373703,0.7721698880195618,0.77220219373703,0.77220219373703,0.77220219373703,0.7721698880195618,0.7721698880195618,0.77220219373703,0.77220219373703,0.77220219373703,0.77220219373703,0.77220219373703,0.77220219373703,0.77220219373703
1,0.5220730304718018,0.5220730304718018,0.5220730304718018,0.5220730304718018,0.5220730304718018,0.5220730304718018,0.5081644654273987,0.5220730304718018,0.5220730304718018,0.5220730304718018,0.5220730304718018,0.5220730304718018,0.5081644654273987,0.5220730304718018,0.2904350161552429,0.5220730304718018,0.5220730304718018,0.5220730304718018,0.5220730304718018,0.5220730304718018,0.5220730304718018,0.5220730304718018,0.5220730304718018,0.5220730304718018,0.4823480248451233,0.5220730304718018,0.5220730304718018,0.5220730304718018,0.5220730304718018,0.4944171905517578
2,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6711630821228027,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.7642313241958618,0.643991231918335,0.6711630821228027,0.643991231918335,0.6575448513031006,0.643991231918335,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006
3,0.6220149993896484,0.5886795520782471,0.5853878855705261,0.5853878855705261,0.5853878855705261,0.5853878855705261,0.5853878855705261,0.5853878855705261,0.5853556394577026,0.5853878855705261,0.5853556394577026,0.6031367182731628,0.5853556394577026,0.5853878855705261,0.6031367182731628,0.5853878855705261,0.5853878855705261,0.5853878855705261,0.5853878855705261,0.5853878855705261,0.5853878855705261,0.5853878855705261,0.5853878855705261,0.5853878855705261,0.5853556394577026,0.5853556394577026,0.6031367182731628,0.5853878855705261,0.5853878855705261,0.5853878855705261
4,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.780205249786377,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.25603461265563965,0.643991231918335,0.643991231918335,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006,0.6575448513031006
5,0.35546016693115234,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.3549761176109314,0.193623349070549,0.3549761176109314,0.3549761176109314
6,0.45269137620925903,0.45269137620925903,0.45269137620925903,0.15735124051570892,0.45269137620925903,0.45269137620925903,0.193623349070549,0.45269137620925903,0.45269137620925903,0.193623349070549,0.45269137620925903,0.45269137620925903,0.45269137620925903,0.46653544902801514,0.45269137620925903,0.45269137620925903,0.45269137620925903,0.45269137620925903,0.45269137620925903,0.45269137620925903,0.193623349070549,0.45269137620925903,0.193623349070549,0.45269137620925903,0.45269137620925903,0.45269137620925903,0.45269137620925903,0.45269137620925903,0.45269137620925903,0.45269137620925903
7,0.596585750579834,0.596585750579834,0.596585750579834,0.596585750579834,0.6225958466529846,0.596585750579834,0.596585750579834,0.596585750579834,0.596585750579834,0.596585750579834,0.6225958466529846,0.5844197869300842,0.596585750579834,0.608719527721405,0.596585750579834,0.6220149993896484,0.596585750579834,0.6225958466529846,0.7735575437545776,0.596585750579834,0.596585750579834,0.596585750579834,0.596585750579834,0.596585750579834,0.596585750579834,0.596585750579834,0.596585750579834,0.596585750579834,0.596585750579834,0.596585750579834
8,0.4049954414367676,0.4049954414367676,0.4049954414367676,0.4049954414367676,0.34500449895858765,0.40744805335998535,0.4049954414367676,0.46653544902801514,0.4049954414367676,0.3937975764274597,0.4049954414367676,0.4049954414367676,0.4049954414367676,0.41235315799713135,0.4049954414367676,0.4049954414367676,0.40744805335998535,0.4049954414367676,0.4049954414367676,0.4049954414367676,0.4049954414367676,0.4049954414367676,0.4049954414367676,0.4049954414367676,0.4049954414367676,0.4049954414367676,0.40744805335998535,0.40744805335998535,0.4148057699203491,0.4049954414367676
9,0.8033755421638489,0.7884019613265991,0.8033755421638489,0.8033755421638489,0.6577385067939758,0.9935782551765442,0.8033755421638489,0.8033755421638489,0.8033755421638489,0.8033755421638489,0.8033755421638489,0.8033755421638489,0.8033755421638489,0.8033755421638489,0.8033755421638489,0.8033755421638489,0.8033755421638489,0.7688137292861938,0.8033755421638489,0.7586808204650879,0.811959445476532,0.7688137292861938,0.8033755421638489,0.8169291615486145,0.8033755421638489,0.7884019613265991,0.8033755421638489,0.8033755421638489,0.8033755421638489,0.7310571670532227
